userid,probability
55597,0.221187114716
55598,0.187456935644
55599,0.195796951652
55600,0.195796951652
55601,0.229758128524
55602,0.265771269798
55603,0.217936500907
55604,0.230156347156
55605,0.245156779885
55606,0.217936500907
55607,0.195796951652
55608,0.221850559115
55609,0.229758128524
55610,0.200551986694
55611,0.221850559115
55612,0.221850559115
55613,0.221850559115
55614,0.221850559115
55615,0.199183300138
55616,0.230156347156
55617,0.217936500907
55618,0.217936500907
55619,0.221850559115
55620,0.195796951652
55621,0.221850559115
55622,0.187456935644
55623,0.221850559115
55624,0.230156347156
55625,0.221850559115
55626,0.229758128524
55627,0.221850559115
55628,0.217936500907
55629,0.221850559115
55630,0.217936500907
55631,0.178035914898
55632,0.195796951652
55633,0.217936500907
55634,0.230156347156
55635,0.221850559115
55636,0.466391026974
55637,0.230156347156
55638,0.229758128524
55639,0.217936500907
55640,0.221850559115
55641,0.212407276034
55642,0.221850559115
55643,0.200521752238
55644,0.246452152729
55645,0.217936500907
55646,0.229758128524
55647,0.444964319468
55648,0.217936500907
55649,0.230156347156
55650,0.221850559115
55651,0.221850559115
55652,0.217936500907
55653,0.230156347156
55654,0.230156347156
55655,0.229758128524
55656,0.221850559115
55657,0.217936500907
55658,0.200521752238
55659,0.217936500907
55660,0.230156347156
55661,0.195796951652
55662,0.221850559115
55663,0.200551986694
55664,0.229758128524
55665,0.217936500907
55666,0.230156347156
55667,0.217936500907
55668,0.212354078889
55669,0.438165694475
55670,0.221850559115
55671,0.178035914898
55672,0.221850559115
55673,0.190303638577
55674,0.217936500907
55675,0.229758128524
55676,0.217936500907
55677,0.230156347156
55678,0.230156347156
55679,0.200521752238
55680,0.217936500907
55681,0.209071025252
55682,0.230156347156
55683,0.208941653371
55684,0.217936500907
55685,0.385013759136
55686,0.217936500907
55687,0.221850559115
55688,0.230156347156
55689,0.229758128524
55690,0.200521752238
55691,0.217936500907
55692,0.217936500907
55693,0.212354078889
55694,0.217936500907
55695,0.217936500907
55696,0.195796951652
55697,0.217936500907
55698,0.217936500907
55699,0.217936500907
