userid,probability
55597,0.121425771929
55598,0.0107965223913
55599,0.055665449084
55600,0.0998590564817
55601,0.126241999168
55602,0.05893005492
55603,0.0571776526726
55604,0.0504938761199
55605,0.0646136599501
55606,0.107861347238
55607,0.110780007674
55608,0.0408193803644
55609,0.0564784611504
55610,0.15180574946
55611,0.250192759227
55612,0.0383507866245
55613,0.0595991401223
55614,0.0218396221346
55615,0.142138311247
55616,0.0687540157278
55617,0.0881602291147
55618,0.0615086794638
55619,0.175860334737
55620,0.0596588675671
55621,0.0769078835661
55622,0.0714912096386
55623,0.248155989123
55624,0.043393856082
55625,0.131407279955
55626,0.216171701315
55627,0.23963028205
55628,0.0711872747229
55629,0.160481291263
55630,0.0253309663237
55631,0.0771646995466
55632,0.0502629388229
55633,0.0561102559967
55634,0.152520340139
55635,0.0176716139935
55636,0.203861760511
55637,0.0986428472603
55638,0.0608432274312
55639,0.0520659934164
55640,0.0657111907665
55641,0.378650361352
55642,0.06787205163
55643,0.0678218927658
55644,0.157634070531
55645,0.0565440375992
55646,0.0251022927795
55647,0.458790711696
55648,0.0523162843906
55649,0.00815989024019
55650,0.0917337352854
55651,0.0850194844628
55652,0.0505430384639
55653,0.0435705855911
55654,0.13000182165
55655,0.0329004024564
55656,0.0895674557437
55657,0.0695513474803
55658,0.0841275103462
55659,0.0871577446136
55660,0.0583088839823
55661,0.0513299974984
55662,0.12419434315
55663,0.123851146152
55664,0.0858842385167
55665,0.0372903459275
55666,0.0679994386563
55667,0.141406501666
55668,0.00778552845128
55669,0.268016804789
55670,0.167570412136
55671,0.106235909118
55672,0.0769205467037
55673,0.0866850338518
55674,0.0380758238853
55675,0.171474212241
55676,0.0239043130137
55677,0.0628281947055
55678,0.0796240726638
55679,0.084504886439
55680,0.0728257554155
55681,0.0487025235109
55682,0.0558630276193
55683,0.101403468904
55684,0.0736145438802
55685,0.265698805024
55686,0.258438791583
55687,0.0966185073255
55688,0.2691989694
55689,0.0436998925312
55690,0.0345016863318
55691,0.0625316082473
55692,0.0996341501791
55693,0.267914142348
55694,0.0545851740316
55695,0.0876113112802
55696,0.0625820516242
55697,0.0181388041435
55698,0.214111903519
55699,0.108586480523
55700,0.251576937005
55701,0.0410654766997
55702,0.319238453129
55703,0.191940418534
55704,0.0484702598994
55705,0.0286409729822
55706,0.0760736397072
55707,0.0579553690177
55708,0.0291611177962
55709,0.196534194594
55710,0.137432040291
55711,0.0893525919039
55712,0.056759877577
55713,0.2169024572
55714,0.0028471048097
55715,0.0575757353116
55716,0.137372741013
55717,0.0255350378765
55718,0.00842305773295
55719,0.0756064426696
55720,0.0337458127866
55721,0.0239180453916
55722,0.195565167699
55723,0.0772102341139
55724,0.0253130520315
55725,0.0820719720839
55726,0.139066146221
55727,0.226177622304
55728,0.412947251183
55729,0.202565482822
55730,0.0491103758552
55731,0.0030650933267
55732,0.0925467288001
55733,0.0358617479265
55734,0.17004633619
55735,0.061490371871
55736,0.116295574161
55737,0.0411890441508
55738,0.0797617041956
55739,0.354741674165
55740,0.0886291546698
55741,0.00657961263064
55742,0.0208450198993
55743,0.0775053300181
55744,0.0869678771762
55745,0.115190052836
55746,0.026604754508
55747,0.0618277666538
55748,0.0602553914427
55749,0.0326371487323
55750,0.0295644141498
55751,0.133274547497
55752,0.227468959547
55753,0.0427362707631
55754,0.0309637432972
55755,0.0434776965079
55756,0.0765979752294
55757,0.0664159361936
55758,0.0503452826824
55759,0.112328818371
55760,0.10621045286
55761,0.0702735375574
55762,0.0313235133325
55763,0.207537947965
55764,0.0295625807905
55765,0.494265602103
55766,0.0518153156035
55767,0.254044601081
55768,0.251155374873
55769,0.0748714165512
55770,0.052446314852
55771,0.146627937052
55772,0.0523641371677
55773,0.24299264768
55774,0.0420223933497
55775,0.123282648122
55776,0.08171435301
55777,0.156430226148
55778,0.148831874909
55779,0.40831386541
55780,0.0511561324174
55781,0.157715922456
55782,0.0780235686325
55783,0.00487750481168
55784,0.116431985426
55785,0.0722260588969
55786,0.0253130573014
55787,0.00223664414096
55788,0.0511825373415
55789,0.0693759310579
55790,0.102539428154
55791,0.0527699196781
55792,0.221410844573
55793,0.0923253011669
55794,0.348614434707
55795,0.0998972788749
55796,0.0680501627318
55797,0.125958647724
55798,0.0529120150683
55799,0.0234896123594
55800,0.209346473487
55801,0.0356748036455
55802,0.100657505962
55803,0.282381704881
55804,0.118970894655
55805,0.0589832999593
55806,0.516468737409
55807,0.199267647001
55808,0.0770158962723
55809,0.0688145808289
55810,0.300097705937
55811,0.160686010917
55812,0.170389530684
55813,0.0518456850536
55814,0.0603407455227
55815,0.0779991803448
55816,0.166799082809
55817,0.0487277423671
55818,0.0694703876106
55819,0.198194043742
55820,0.0990006671622
55821,0.107223788946
55822,0.363884296468
55823,0.131801887922
55824,0.0501882139319
55825,0.0246330474126
55826,0.00867465117498
55827,0.0196000072439
55828,0.226160414857
55829,0.0600030524255
55830,0.076864088813
55831,0.241697653228
55832,0.0784467027801
55833,0.10201588494
55834,0.102194385529
55835,0.177559332369
55836,0.135451240696
55837,0.0873741586607
55838,0.0610387765842
55839,0.135599347015
55840,0.0601668543826
55841,0.0838537773327
55842,0.0504385432205
55843,0.0324190370117
55844,0.0815995386194
55845,0.0879106291531
55846,0.070848876112
55847,0.0380374227419
55848,0.2778189787
55849,0.0592356677351
55850,0.104499315739
55851,0.188063318182
55852,0.0230720952536
55853,0.0107545407695
55854,0.140613984863
55855,0.112336714904
55856,0.086431150402
55857,0.118136093904
55858,0.167054410963
55859,0.0941324765035
55860,0.0672070901029
55861,0.0261382036051
55862,0.0250425128707
55863,0.111029681416
55864,0.0337391374063
55865,0.0209399312434
55866,0.115086538212
55867,0.0388321270539
55868,0.0474320232008
55869,0.0777097216251
55870,0.0489835806902
55871,0.0418212345769
55872,0.0882066305783
55873,0.272962747051
55874,0.0240827618441
55875,0.142992434762
55876,0.0789309079116
55877,0.0357732126492
55878,0.00863860874656
55879,0.191207207665
55880,0.0371776177684
55881,0.0573146815757
55882,0.236971232868
55883,0.0306437298918
55884,0.193775824697
55885,0.0847905600587
55886,0.212162396288
55887,0.0119950957864
55888,0.134852320594
55889,0.339013658648
55890,0.0574937179683
55891,0.167736689937
55892,0.174844800816
55893,0.0493545336583
55894,0.172009825058
55895,0.279522556395
55896,0.245007650089
55897,0.0933632081238
55898,0.11862695904
55899,0.164125207081
55900,0.37183676998
55901,0.137116101418
55902,0.0485048131574
55903,0.0868734921678
55904,0.0405601051423
55905,0.0535949465611
55906,0.389553073507
55907,0.0866115095837
55908,0.051729001834
55909,0.102476653662
55910,0.104942222793
55911,0.0286922396113
55912,0.059139056342
55913,0.132985792002
55914,0.0539248090052
55915,0.0398348001053
