userid,probability
55597,0.225185275078
55598,0.203157320619
55599,0.2016697824
55600,0.2016697824
55601,0.233782842755
55602,0.24138250947
55603,0.231836691499
55604,0.232966288924
55605,0.234591394663
55606,0.22409209609
55607,0.237931773067
55608,0.228245869279
55609,0.233782842755
55610,0.220150232315
55611,0.228245869279
55612,0.232966288924
55613,0.228245869279
55614,0.228245869279
55615,0.211480513215
55616,0.232966288924
55617,0.22409209609
55618,0.22409209609
55619,0.228245869279
55620,0.2016697824
55621,0.228245869279
55622,0.203157320619
55623,0.228245869279
55624,0.232966288924
55625,0.228245869279
55626,0.233782842755
55627,0.228245869279
55628,0.22409209609
55629,0.228245869279
55630,0.22409209609
55631,0.25176525116
55632,0.2016697824
55633,0.22409209609
55634,0.232966288924
55635,0.228245869279
55636,0.44269528985
55637,0.232966288924
55638,0.233782842755
55639,0.22409209609
55640,0.228245869279
55641,0.253333210945
55642,0.232966288924
55643,0.2016697824
55644,0.237452954054
55645,0.22409209609
55646,0.233782842755
55647,0.392214775085
55648,0.22409209609
55649,0.24173335731
55650,0.228245869279
55651,0.228245869279
55652,0.22409209609
55653,0.232966288924
55654,0.232966288924
55655,0.233782842755
55656,0.228245869279
55657,0.231836691499
55658,0.2016697824
55659,0.231836691499
55660,0.232966288924
55661,0.2016697824
55662,0.228245869279
55663,0.2016697824
55664,0.233782842755
55665,0.22409209609
55666,0.232966288924
55667,0.230161234736
55668,0.22409209609
55669,0.42920550704
55670,0.247610330582
55671,0.204168796539
55672,0.228245869279
55673,0.186708688736
55674,0.22409209609
55675,0.235213518143
55676,0.233782842755
55677,0.232966288924
55678,0.252600163221
55679,0.2016697824
55680,0.22409209609
55681,0.22409209609
55682,0.268092632294
55683,0.21349285543
55684,0.22409209609
55685,0.385363221169
55686,0.234463080764
55687,0.247610330582
55688,0.252600163221
55689,0.233782842755
55690,0.206456840038
55691,0.22409209609
55692,0.233782842755
55693,0.22409209609
55694,0.22409209609
55695,0.22409209609
55696,0.2016697824
55697,0.22409209609
55698,0.22409209609
55699,0.22409209609
55700,0.228245869279
55701,0.220150232315
55702,0.206456840038
55703,0.305709123611
55704,0.228245869279
55705,0.22409209609
55706,0.228245869279
55707,0.2016697824
55708,0.22409209609
55709,0.211480513215
55710,0.22409209609
55711,0.232966288924
55712,0.228245869279
55713,0.211480513215
55714,0.203157320619
55715,0.233782842755
55716,0.247610330582
55717,0.22409209609
55718,0.2016697824
55719,0.231836691499
55720,0.22409209609
55721,0.22409209609
55722,0.231836691499
55723,0.228245869279
55724,0.2016697824
55725,0.232966288924
55726,0.232966288924
55727,0.253333210945
55728,0.232966288924
55729,0.22409209609
55730,0.22409209609
55731,0.2016697824
55732,0.234463080764
55733,0.21349285543
55734,0.22409209609
55735,0.206456840038
55736,0.253333210945
55737,0.211480513215
55738,0.232966288924
55739,0.22409209609
55740,0.203157320619
55741,0.228245869279
55742,0.2016697824
55743,0.228245869279
55744,0.232966288924
55745,0.24173335731
55746,0.228245869279
55747,0.22409209609
55748,0.228245869279
55749,0.186708688736
55750,0.247610330582
55751,0.186708688736
55752,0.234970986843
55753,0.24173335731
55754,0.22409209609
55755,0.22409209609
55756,0.22409209609
55757,0.22409209609
55758,0.2016697824
55759,0.232966288924
55760,0.22409209609
55761,0.203157320619
55762,0.203157320619
55763,0.2016697824
55764,0.203157320619
55765,0.458556115627
55766,0.186708688736
55767,0.42920550704
55768,0.203157320619
55769,0.22409209609
55770,0.228245869279
55771,0.247610330582
55772,0.203157320619
55773,0.2016697824
55774,0.22409209609
55775,0.2016697824
55776,0.22409209609
55777,0.203157320619
55778,0.22409209609
55779,0.463877111673
55780,0.247610330582
55781,0.220150232315
55782,0.2016697824
55783,0.234591394663
55784,0.232966288924
55785,0.22409209609
55786,0.22409209609
55787,0.2016697824
55788,0.21349285543
55789,0.228245869279
55790,0.22409209609
55791,0.203157320619
55792,0.22409209609
55793,0.2016697824
55794,0.203157320619
55795,0.233782842755
55796,0.2016697824
55797,0.232966288924
55798,0.232966288924
55799,0.228245869279
55800,0.22409209609
55801,0.228245869279
55802,0.233782842755
55803,0.435745626688
55804,0.233782842755
55805,0.225185275078
55806,0.221434399486
55807,0.2016697824
55808,0.233782842755
55809,0.228245869279
55810,0.360383659601
55811,0.22409209609
55812,0.203157320619
55813,0.22409209609
55814,0.231836691499
55815,0.232966288924
55816,0.233782842755
55817,0.228245869279
55818,0.228245869279
55819,0.2016697824
